outcome_id,system_id,decision_date,decision_taken,expected_5y_cost_eur,actual_5y_cost_proxy_eur,expected_risk_reduction,observed_risk_reduction,cost_variance_pct,outcome_quality,delay_months,vendor_pressure_outcome,lessons_learned
OUT00000181,SYS0009947,2022-01-09,Exit / Decommission,1812.7,1643.55,45,66.3,-9.3,Strong,3,Accepted,Compensating controls reduced upgrade urgency.
OUT00000182,SYS0010788,2024-12-02,Exit / Decommission,12195.53,12525.27,45,58.8,2.7,Strong,0,Accepted,Compensating controls reduced upgrade urgency.
OUT00000183,SYS0006625,2024-01-21,Exit / Decommission,1210.3,1255.41,45,47.9,3.7,Strong,0,Delayed,Dependency blast radius drove final sequencing.
OUT00000184,SYS0007702,2023-07-22,Exit / Decommission,7367.39,7794.82,45,45.1,5.8,Good,3,Accepted,Entitlement evidence improved negotiation position.
OUT00000185,SYS0008375,2022-10-06,Exit / Decommission,1226.3,1552.0,45,30.1,26.6,Strong,1,Delayed,Dependency blast radius drove final sequencing.
OUT00000186,SYS0009362,2026-05-03,Exit / Decommission,3074.34,1859.26,45,45.5,-39.5,Strong,0,Delayed,Vendor claim was partially valid.
OUT00000187,SYS0000396,2024-12-17,Exit / Decommission,4626.68,5791.6,45,52.8,25.2,Strong,8,Reduced,Compensating controls reduced upgrade urgency.
OUT00000188,SYS0004013,2026-06-24,Exit / Decommission,1165.14,1519.97,45,51.0,30.5,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00000189,SYS0011145,2024-02-25,Exit / Decommission,5330.21,7037.12,45,54.6,32.0,Strong,3,Accepted,Dependency blast radius drove final sequencing.
OUT00000190,SYS0006168,2025-05-27,Exit / Decommission,1563.66,1470.84,45,30.8,-5.9,Strong,2,Delayed,Compensating controls reduced upgrade urgency.
OUT00000191,SYS0011565,2022-02-24,Exit / Decommission,6368.73,5922.92,45,38.1,-7.0,Strong,3,Negotiated,Compensating controls reduced upgrade urgency.
OUT00000192,SYS0011871,2026-01-30,Exit / Decommission,12099.26,9400.45,45,52.2,-22.3,Strong,2,Delayed,Entitlement evidence improved negotiation position.
OUT00000193,SYS0008917,2022-08-15,Exit / Decommission,2749.74,2922.58,45,56.4,6.3,Strong,1,Accepted,Compensating controls reduced upgrade urgency.
OUT00000194,SYS0011851,2023-06-16,Exit / Decommission,2394.93,2435.6,45,53.8,1.7,Strong,4,Negotiated,Dependency blast radius drove final sequencing.
OUT00000195,SYS0007284,2025-12-27,Exit / Decommission,8241.24,8883.52,45,55.4,7.8,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00000196,SYS0008431,2022-07-04,Exit / Decommission,3276.61,3982.82,45,39.6,21.6,Strong,3,Accepted,Business owner alignment delayed execution.
OUT00000197,SYS0011559,2025-01-15,Exit / Decommission,5112.06,3183.61,45,41.6,-37.7,Good,0,Negotiated,Business owner alignment delayed execution.
OUT00000198,SYS0004597,2025-02-01,Exit / Decommission,3126.02,2544.3,45,54.5,-18.6,Strong,0,Reduced,Business owner alignment delayed execution.
OUT00000199,SYS0000098,2026-06-21,Exit / Decommission,4408.15,6975.83,45,39.4,58.2,Mixed,0,Accepted,Vendor claim was partially valid.
OUT00000200,SYS0006795,2024-11-05,Extend Independent Support,98052.01,102309.86,22,27.2,4.3,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00000201,SYS0000490,2024-05-02,Exit / Decommission,3834.32,3212.26,45,47.1,-16.2,Strong,0,Accepted,Entitlement evidence improved negotiation position.
OUT00000202,SYS0000081,2025-03-26,Exit / Decommission,2985.46,4291.76,45,53.5,43.8,Good,1,Negotiated,Business owner alignment delayed execution.
OUT00000203,SYS0010892,2023-10-17,Exit / Decommission,8802.69,10983.18,45,47.6,24.8,Good,7,Negotiated,Vendor claim was partially valid.
OUT00000204,SYS0011145,2025-09-05,Exit / Decommission,5330.21,5161.61,45,47.6,-3.2,Good,2,Negotiated,Compensating controls reduced upgrade urgency.
OUT00000205,SYS0011566,2025-01-25,Exit / Decommission,1418.83,1454.71,45,40.2,2.5,Strong,2,Delayed,Business owner alignment delayed execution.
OUT00000206,SYS0000928,2025-05-15,Exit / Decommission,1345.37,1077.96,45,44.8,-19.9,Strong,0,Delayed,Business owner alignment delayed execution.
OUT00000207,SYS0000666,2022-04-21,Extend Independent Support,28275.72,24707.1,22,32.5,-12.6,Good,1,Delayed,Compensating controls reduced upgrade urgency.
OUT00000208,SYS0007887,2024-12-26,Exit / Decommission,2168.24,3357.0,45,59.2,54.8,Good,0,Negotiated,Compensating controls reduced upgrade urgency.
OUT00000209,SYS0005757,2025-08-15,Exit / Decommission,3886.94,3897.97,45,53.9,0.3,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00000210,SYS0008060,2023-08-13,Exit / Decommission,4286.14,5249.14,45,31.4,22.5,Good,7,Negotiated,Integration complexity was underestimated.
OUT00000211,SYS0007424,2026-02-19,Exit / Decommission,938.43,810.65,45,43.7,-13.6,Strong,4,Reduced,Compensating controls reduced upgrade urgency.
OUT00000212,SYS0000096,2026-05-13,Exit / Decommission,8027.35,8298.53,45,43.1,3.4,Strong,5,Delayed,Dependency blast radius drove final sequencing.
OUT00000213,SYS0010410,2026-04-02,Exit / Decommission,11899.62,9334.0,45,46.0,-21.6,Strong,5,Negotiated,Dependency blast radius drove final sequencing.
OUT00000214,SYS0001371,2026-05-17,Exit / Decommission,874.17,1094.1,45,54.6,25.2,Strong,2,Escalated,Dependency blast radius drove final sequencing.
OUT00000215,SYS0002763,2023-09-13,Exit / Decommission,2604.57,2674.67,45,33.1,2.7,Strong,12,Avoided,Compensating controls reduced upgrade urgency.
OUT00000216,SYS0002401,2024-01-21,Exit / Decommission,999.09,865.28,45,43.2,-13.4,Strong,0,Delayed,Integration complexity was underestimated.
OUT00000217,SYS0011479,2024-10-26,Exit / Decommission,636.68,836.94,45,49.1,31.5,Good,0,Reduced,Business owner alignment delayed execution.
OUT00000218,SYS0003182,2022-11-30,Exit / Decommission,924.58,827.5,45,50.0,-10.5,Strong,5,Reduced,Integration complexity was underestimated.
OUT00000219,SYS0008365,2026-03-21,Exit / Decommission,1765.74,2019.02,45,33.4,14.3,Strong,4,Accepted,Compensating controls reduced upgrade urgency.
OUT00000220,SYS0001029,2024-04-14,Exit / Decommission,1458.08,1501.63,45,51.9,3.0,Strong,2,Reduced,Compensating controls reduced upgrade urgency.
OUT00000221,SYS0001077,2026-05-02,Exit / Decommission,468.16,465.52,45,56.3,-0.6,Strong,2,Delayed,Compensating controls reduced upgrade urgency.
OUT00000222,SYS0009080,2022-03-21,Exit / Decommission,9243.02,10808.06,45,63.9,16.9,Strong,7,Accepted,Entitlement evidence improved negotiation position.
OUT00000223,SYS0002643,2022-08-14,Exit / Decommission,3615.26,2940.59,45,33.8,-18.7,Strong,2,Escalated,Vendor claim was partially valid.
OUT00000224,SYS0005661,2026-05-29,Exit / Decommission,23133.88,19631.85,45,54.2,-15.1,Strong,0,Delayed,Compensating controls reduced upgrade urgency.
OUT00000225,SYS0008826,2024-05-27,Exit / Decommission,7231.13,7576.65,45,37.7,4.8,Strong,0,Negotiated,Compensating controls reduced upgrade urgency.
OUT00000226,SYS0010738,2025-07-15,Exit / Decommission,793.34,886.19,45,36.2,11.7,Good,3,Negotiated,Compensating controls reduced upgrade urgency.
OUT00000227,SYS0006514,2025-10-23,Exit / Decommission,4190.21,5302.47,45,59.5,26.5,Good,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00000228,SYS0001352,2024-03-06,Exit / Decommission,10430.25,12125.92,45,39.4,16.3,Strong,0,Reduced,Compensating controls reduced upgrade urgency.
OUT00000229,SYS0011539,2023-09-20,Exit / Decommission,736.69,845.69,45,61.5,14.8,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00000230,SYS0006926,2024-04-19,Exit / Decommission,30975.13,26425.05,45,35.7,-14.7,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00000231,SYS0011980,2023-04-01,Exit / Decommission,662.92,1020.49,45,28.2,53.9,Good,8,Accepted,Vendor claim was partially valid.
OUT00000232,SYS0005883,2022-10-17,Exit / Decommission,1188.46,1054.36,45,55.6,-11.3,Strong,0,Reduced,Vendor claim was partially valid.
OUT00000233,SYS0007570,2022-11-18,Exit / Decommission,11336.43,9893.06,45,36.2,-12.7,Strong,0,Avoided,Entitlement evidence improved negotiation position.
OUT00000234,SYS0008219,2022-11-03,Exit / Decommission,5081.04,6005.87,45,44.7,18.2,Good,6,Avoided,Entitlement evidence improved negotiation position.
OUT00000235,SYS0007958,2022-03-04,Exit / Decommission,13197.24,12045.6,45,41.6,-8.7,Strong,0,Reduced,Entitlement evidence improved negotiation position.
OUT00000236,SYS0000706,2026-01-25,Exit / Decommission,1473.34,1578.98,45,64.1,7.2,Strong,2,Accepted,Entitlement evidence improved negotiation position.
OUT00000237,SYS0008587,2023-08-12,Exit / Decommission,1204.57,984.26,45,49.9,-18.3,Strong,2,Delayed,Integration complexity was underestimated.
OUT00000238,SYS0007346,2024-06-17,Exit / Decommission,3304.24,2676.07,45,37.8,-19.0,Strong,0,Accepted,Vendor claim was partially valid.
OUT00000239,SYS0006279,2025-09-18,Exit / Decommission,6695.84,8848.98,45,44.3,32.2,Good,2,Delayed,Business owner alignment delayed execution.
OUT00000240,SYS0009207,2023-07-19,Exit / Decommission,4501.43,3468.2,45,47.7,-23.0,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00000241,SYS0002457,2022-05-28,Exit / Decommission,311.93,325.47,45,62.9,4.3,Strong,4,Negotiated,Vendor claim was partially valid.
OUT00000242,SYS0010235,2024-10-19,Exit / Decommission,4489.0,4597.16,45,49.5,2.4,Strong,3,Accepted,Vendor claim was partially valid.
OUT00000243,SYS0010898,2024-05-05,Exit / Decommission,9949.56,12576.81,45,41.3,26.4,Strong,0,Negotiated,Dependency blast radius drove final sequencing.
OUT00000244,SYS0008683,2024-05-04,Exit / Decommission,3936.8,5441.77,45,52.0,38.2,Strong,5,Escalated,Compensating controls reduced upgrade urgency.
OUT00000245,SYS0008751,2022-09-17,Exit / Decommission,4771.48,4590.52,45,38.7,-3.8,Strong,7,Escalated,Dependency blast radius drove final sequencing.
OUT00000246,SYS0006243,2026-05-14,Exit / Decommission,3662.01,2523.29,45,58.2,-31.1,Strong,1,Negotiated,Compensating controls reduced upgrade urgency.
OUT00000247,SYS0010300,2023-10-21,Exit / Decommission,577.63,821.57,45,52.9,42.2,Good,6,Accepted,Compensating controls reduced upgrade urgency.
OUT00000248,SYS0006837,2025-10-16,Exit / Decommission,2081.95,3707.46,45,35.3,78.1,Mixed,4,Reduced,Dependency blast radius drove final sequencing.
OUT00000249,SYS0007357,2025-07-19,Exit / Decommission,6116.08,4429.0,45,46.7,-27.6,Strong,6,Accepted,Entitlement evidence improved negotiation position.
OUT00000250,SYS0009704,2024-03-04,Exit / Decommission,2560.31,2524.0,45,42.5,-1.4,Strong,0,Avoided,Vendor claim was partially valid.
OUT00000251,SYS0002040,2024-08-14,Exit / Decommission,592.38,860.33,45,39.2,45.2,Good,7,Reduced,Compensating controls reduced upgrade urgency.
OUT00000252,SYS0010923,2025-12-14,Exit / Decommission,372.62,499.67,45,65.7,34.1,Strong,2,Reduced,Integration complexity was underestimated.
OUT00000253,SYS0009605,2022-05-22,Exit / Decommission,3090.28,3542.92,45,43.8,14.6,Strong,1,Avoided,Vendor claim was partially valid.
OUT00000254,SYS0009918,2022-01-07,Exit / Decommission,5240.37,4800.64,45,33.2,-8.4,Strong,0,Accepted,Dependency blast radius drove final sequencing.
OUT00000255,SYS0003285,2024-05-01,Exit / Decommission,6943.05,7022.71,45,41.9,1.1,Strong,6,Accepted,Compensating controls reduced upgrade urgency.
OUT00000256,SYS0010326,2023-03-03,Exit / Decommission,4147.09,4363.67,45,57.4,5.2,Strong,3,Escalated,Integration complexity was underestimated.
OUT00000257,SYS0000650,2022-03-28,Hybrid Transformation,75788.76,73930.89,34,25.3,-2.5,Strong,0,Reduced,Integration complexity was underestimated.
OUT00000258,SYS0011641,2024-05-29,Hybrid Transformation,19006.6,24440.4,34,20.2,28.6,Strong,0,Negotiated,Entitlement evidence improved negotiation position.
OUT00000259,SYS0006925,2023-05-04,Exit / Decommission,408.37,457.05,45,41.3,11.9,Strong,4,Accepted,Business owner alignment delayed execution.
OUT00000260,SYS0009303,2022-11-07,Exit / Decommission,1749.42,1359.68,45,53.9,-22.3,Strong,12,Delayed,Compensating controls reduced upgrade urgency.
OUT00000261,SYS0011169,2022-09-17,Exit / Decommission,2588.17,3850.17,45,60.3,48.8,Mixed,6,Avoided,Business owner alignment delayed execution.
OUT00000262,SYS0006123,2022-01-23,Exit / Decommission,810.67,855.66,45,57.6,5.5,Strong,2,Avoided,Compensating controls reduced upgrade urgency.
OUT00000263,SYS0005123,2023-01-20,Exit / Decommission,3897.66,5412.86,45,35.1,38.9,Good,3,Escalated,Integration complexity was underestimated.
OUT00000264,SYS0011796,2024-03-09,Exit / Decommission,9597.84,13532.11,45,36.4,41.0,Good,0,Negotiated,Business owner alignment delayed execution.
OUT00000265,SYS0001325,2023-03-04,Exit / Decommission,2723.98,3893.26,45,43.4,42.9,Good,0,Escalated,Integration complexity was underestimated.
OUT00000266,SYS0011368,2022-09-27,Exit / Decommission,1664.25,1758.48,45,34.0,5.7,Strong,0,Escalated,Dependency blast radius drove final sequencing.
OUT00000267,SYS0003612,2022-04-01,Extend Independent Support,175775.64,215185.18,22,11.9,22.4,Good,0,Reduced,Business owner alignment delayed execution.
OUT00000268,SYS0009083,2024-08-06,Exit / Decommission,2154.32,2483.73,45,44.2,15.3,Strong,3,Negotiated,Integration complexity was underestimated.
OUT00000269,SYS0009823,2022-04-28,Exit / Decommission,9112.76,9853.89,45,67.5,8.1,Strong,5,Negotiated,Entitlement evidence improved negotiation position.
OUT00000270,SYS0003750,2022-04-14,Exit / Decommission,6594.85,4672.38,45,42.8,-29.2,Good,4,Reduced,Business owner alignment delayed execution.
OUT00000271,SYS0003457,2024-09-14,Exit / Decommission,2070.78,1958.54,45,58.5,-5.4,Strong,9,Avoided,Entitlement evidence improved negotiation position.
OUT00000272,SYS0004530,2025-11-14,Exit / Decommission,6619.92,6483.26,45,47.2,-2.1,Strong,4,Accepted,Business owner alignment delayed execution.
OUT00000273,SYS0010294,2024-03-08,Exit / Decommission,12900.14,10468.52,45,53.3,-18.8,Strong,10,Accepted,Integration complexity was underestimated.
OUT00000274,SYS0006934,2024-10-15,Exit / Decommission,5463.91,7994.3,45,45.1,46.3,Strong,0,Accepted,Compensating controls reduced upgrade urgency.
OUT00000275,SYS0009646,2024-09-18,Exit / Decommission,2176.1,1993.0,45,29.9,-8.4,Strong,6,Negotiated,Vendor claim was partially valid.
OUT00000276,SYS0006301,2026-05-10,Hybrid Transformation,352598.73,592109.5,34,53.7,67.9,Mixed,4,Reduced,Entitlement evidence improved negotiation position.
OUT00000277,SYS0001210,2025-04-21,Exit / Decommission,6883.61,7814.54,45,40.6,13.5,Good,0,Negotiated,Business owner alignment delayed execution.
OUT00000278,SYS0011570,2024-07-26,Exit / Decommission,398.57,310.8,45,49.3,-22.0,Strong,1,Delayed,Dependency blast radius drove final sequencing.
OUT00000279,SYS0004646,2025-07-28,Exit / Decommission,2304.19,2344.78,45,46.9,1.8,Strong,0,Delayed,Dependency blast radius drove final sequencing.
OUT00000280,SYS0010655,2022-06-18,Exit / Decommission,316.08,392.39,45,45.3,24.1,Strong,4,Negotiated,Dependency blast radius drove final sequencing.
OUT00000281,SYS0002610,2023-05-09,Exit / Decommission,1198.13,997.45,45,45.2,-16.7,Strong,4,Delayed,Vendor claim was partially valid.
OUT00000282,SYS0010582,2022-08-22,Exit / Decommission,7377.1,8958.69,45,56.3,21.4,Strong,0,Reduced,Integration complexity was underestimated.
OUT00000283,SYS0003734,2022-06-30,Exit / Decommission,1642.79,1551.87,45,39.6,-5.5,Strong,2,Avoided,Integration complexity was underestimated.
OUT00000284,SYS0004902,2025-07-16,Exit / Decommission,5071.68,5336.12,45,46.1,5.2,Strong,3,Negotiated,Dependency blast radius drove final sequencing.
OUT00000285,SYS0002479,2025-05-10,Exit / Decommission,7387.09,7565.39,45,42.5,2.4,Strong,5,Avoided,Entitlement evidence improved negotiation position.
OUT00000286,SYS0007878,2023-04-05,Exit / Decommission,3706.29,5197.22,45,44.5,40.2,Good,2,Negotiated,Dependency blast radius drove final sequencing.
OUT00000287,SYS0007008,2025-05-07,Exit / Decommission,1418.62,923.12,45,44.5,-34.9,Good,1,Avoided,Business owner alignment delayed execution.
OUT00000288,SYS0000906,2023-02-18,Exit / Decommission,3160.66,2696.69,45,61.7,-14.7,Strong,0,Delayed,Compensating controls reduced upgrade urgency.
OUT00000289,SYS0002513,2025-11-13,Hybrid Transformation,37645.64,32662.32,34,38.0,-13.2,Strong,0,Avoided,Vendor claim was partially valid.
OUT00000290,SYS0004487,2024-09-14,Exit / Decommission,3948.17,6355.29,45,49.7,61.0,Mixed,3,Reduced,Vendor claim was partially valid.
OUT00000291,SYS0004911,2022-09-10,Exit / Decommission,5506.61,7135.83,45,44.6,29.6,Good,3,Avoided,Integration complexity was underestimated.
OUT00000292,SYS0004518,2026-06-28,Exit / Decommission,9026.45,10662.83,45,52.7,18.1,Strong,0,Avoided,Dependency blast radius drove final sequencing.
OUT00000293,SYS0007491,2023-07-06,Exit / Decommission,850.79,715.54,45,54.4,-15.9,Strong,5,Negotiated,Vendor claim was partially valid.
OUT00000294,SYS0003161,2025-06-17,Exit / Decommission,4809.66,5382.77,45,35.2,11.9,Good,2,Negotiated,Business owner alignment delayed execution.
OUT00000295,SYS0006401,2025-10-27,Exit / Decommission,7662.24,8280.27,45,39.4,8.1,Strong,9,Negotiated,Business owner alignment delayed execution.
OUT00000296,SYS0003680,2022-10-13,Exit / Decommission,47607.14,47032.88,45,45.1,-1.2,Strong,0,Accepted,Business owner alignment delayed execution.
OUT00000297,SYS0004535,2022-06-26,Exit / Decommission,2390.5,1330.8,45,45.1,-44.3,Good,4,Negotiated,Vendor claim was partially valid.
OUT00000298,SYS0009488,2022-04-25,Extend Independent Support,6590.47,6947.72,22,21.3,5.4,Strong,3,Negotiated,Vendor claim was partially valid.
OUT00000299,SYS0009888,2024-03-18,Exit / Decommission,1069.36,1259.7,45,50.6,17.8,Strong,2,Negotiated,Entitlement evidence improved negotiation position.
OUT00000300,SYS0007966,2023-08-10,Exit / Decommission,8903.85,8731.19,45,43.2,-1.9,Strong,7,Reduced,Integration complexity was underestimated.
OUT00000301,SYS0000392,2026-04-23,Exit / Decommission,2388.95,1834.92,45,50.7,-23.2,Strong,6,Escalated,Compensating controls reduced upgrade urgency.
OUT00000302,SYS0005062,2024-07-22,Exit / Decommission,6584.08,6492.85,45,50.4,-1.4,Strong,8,Reduced,Integration complexity was underestimated.
OUT00000303,SYS0010800,2022-08-08,Exit / Decommission,329.8,330.07,45,34.0,0.1,Good,0,Reduced,Integration complexity was underestimated.
OUT00000304,SYS0006425,2024-09-17,Exit / Decommission,937.94,917.36,45,55.9,-2.2,Strong,0,Reduced,Business owner alignment delayed execution.
OUT00000305,SYS0008632,2023-11-27,Exit / Decommission,361.37,310.78,45,46.8,-14.0,Strong,4,Avoided,Compensating controls reduced upgrade urgency.
OUT00000306,SYS0007501,2023-12-27,Exit / Decommission,5154.52,4793.06,45,51.9,-7.0,Good,2,Accepted,Entitlement evidence improved negotiation position.
OUT00000307,SYS0000792,2024-01-20,Exit / Decommission,4477.22,4967.42,45,44.3,10.9,Strong,10,Escalated,Compensating controls reduced upgrade urgency.
OUT00000308,SYS0011113,2024-04-21,Exit / Decommission,245.01,245.42,45,42.0,0.2,Strong,3,Delayed,Dependency blast radius drove final sequencing.
