application_id,system_id,application_name,application_category,architecture_pattern,primary_language,deployment_model,user_count,transaction_volume_daily,revenue_dependency_eur,business_owner,technical_owner,release_frequency,documentation_quality
APP0000150,SYS0000489,DIG-ECC-00489 App,ERP Module,3-tier,ABAP,Kubernetes,705,7539,21192401.93,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.674
APP0000151,SYS0000490,CUS-COGNOS-00490 App,Risk Engine,Event-driven,PL/SQL,Bare Metal,337,2346,4515191.96,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.661
APP0000152,SYS0000493,DAT-AI-NATIVE-00493 App,ERP Module,3-tier,Mixed,VM,1576,1874,5976549.58,Business Owner - Data & Analytics,Data & Analytics Platform Team,Monthly,0.58
APP0000153,SYS0000496,M&A-ECC-00496 App,Batch,Monolith,Java,VM,47881,9554,20844287.41,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.326
APP0000154,SYS0000498,MAN-LEGACY-00498 App,Risk Engine,3-tier,ABAP,Kubernetes,486,2957,30566654.96,Business Owner - Manufacturing,Manufacturing Platform Team,Semi-Annual,0.552
APP0000155,SYS0000499,FIN-AI-NATIVE-00499 App,Core Processing,Microservices,JavaScript,VM,584,5019,8083569.46,Business Owner - Finance,Finance Platform Team,Monthly,0.522
APP0000156,SYS0000500,DIG-CA-00500 App,Risk Engine,Batch,Python,Hybrid,276,584,11084745.55,Business Owner - Digital Channels,Digital Channels Platform Team,Ad-hoc,0.607
APP0000157,SYS0000501,WEA-ECC-00501 App,Risk Engine,SOA,Python,Hybrid,2272,9641,5166870.55,Business Owner - Wealth,Wealth Platform Team,Monthly,0.54
APP0000158,SYS0000510,FIN-S4HANA-00510 App,Risk Engine,SOA,Python,Managed PaaS,782,5179,1052702.43,Business Owner - Finance,Finance Platform Team,Quarterly,0.35
APP0000159,SYS0000511,WEA-ECC-00511 App,Workflow,3-tier,Mixed,VM,1222,73755,20902497.2,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.524
APP0000160,SYS0000514,WEA-COGNOS-00514 App,API Service,Monolith,Python,VM,106,1238,3600960.46,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.55
APP0000161,SYS0000517,INF-AI-NATIVE-00517 App,ERP Module,Event-driven,ABAP,VM,173,6503,38449378.57,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.694
APP0000162,SYS0000518,HR-CA-00518 App,Workflow,Mainframe-linked,Java,Hybrid,194,14139,59164497.23,Business Owner - HR,HR Platform Team,Semi-Annual,0.576
APP0000163,SYS0000519,INS-CA-00519 App,Customer Portal,Microservices,JavaScript,Bare Metal,987,40059,1893003.18,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.686
APP0000164,SYS0000522,RET-COGNOS-00522 App,Data Platform,AI-agentic workflow,ABAP,Kubernetes,29853,40134,6197299.01,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.712
APP0000165,SYS0000524,INS-ECC-00524 App,Data Platform,3-tier,Java,Kubernetes,6392,2457,18291918.68,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.685
APP0000166,SYS0000529,WEA-TIVOLI-00529 App,Risk Engine,3-tier,ABAP,Hybrid,456,5337,6678198.09,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.361
APP0000167,SYS0000530,SEC-ECC-00530 App,Core Processing,Microservices,Python,Hybrid,250,23678,42973568.63,Business Owner - Security,Security Platform Team,Quarterly,0.481
APP0000168,SYS0000533,COM-FILENET-00533 App,Batch,Monolith,C#,VM,490,14938,1747021.61,Business Owner - Commercial Banking,Commercial Banking Platform Team,Ad-hoc,0.655
APP0000169,SYS0000536,RET-S4HANA-00536 App,Risk Engine,3-tier,ABAP,VM,2289,2679,10355887.15,Business Owner - Retail Banking,Retail Banking Platform Team,Ad-hoc,0.322
APP0000170,SYS0000543,COM-ECC-00543 App,Customer Portal,Event-driven,Java,Managed PaaS,353,2287,12576810.0,Business Owner - Commercial Banking,Commercial Banking Platform Team,Weekly,0.721
APP0000171,SYS0000544,DAT-ECC-00544 App,Workflow,3-tier,ABAP,Kubernetes,498,31590,9989166.4,Business Owner - Data & Analytics,Data & Analytics Platform Team,Weekly,0.704
APP0000172,SYS0000545,HR-COGNOS-00545 App,Workflow,3-tier,JavaScript,Kubernetes,320,19546,1627647.36,Business Owner - HR,HR Platform Team,Semi-Annual,0.816
APP0000173,SYS0000554,CUS-AI-NATIVE-00554 App,Workflow,3-tier,Go,VM,343,25635,2500447.85,Business Owner - Customer Operations,Customer Operations Platform Team,Quarterly,0.649
APP0000174,SYS0000555,COM-S4HANA-00555 App,Data Platform,Microservices,Java,Hybrid,351,5171,6758993.94,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.379
APP0000175,SYS0000556,RET-LEGACY-00556 App,Reporting,Event-driven,Python,Kubernetes,1629,21713,14305851.45,Business Owner - Retail Banking,Retail Banking Platform Team,Semi-Annual,0.749
APP0000176,SYS0000564,HR-COGNOS-00564 App,Core Processing,Microservices,Java,Hybrid,2168,3338,10824025.78,Business Owner - HR,HR Platform Team,Quarterly,0.604
APP0000177,SYS0000566,INF-LEGACY-00566 App,Data Platform,3-tier,Python,VM,2595,25199,61370786.62,Business Owner - Infrastructure,Infrastructure Platform Team,Monthly,0.575
APP0000178,SYS0000570,INS-COGNOS-00570 App,API Service,Event-driven,PL/SQL,Hybrid,1132,4454,3964040.48,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.635
APP0000179,SYS0000573,INF-BUSINESSOBJECTS-00573 App,Reporting,Batch,Java,VM,8901,4017,6421155.12,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.593
APP0000180,SYS0000577,INF-ECC-00577 App,Reporting,Mainframe-linked,JavaScript,Bare Metal,2772,13640,61658325.16,Business Owner - Infrastructure,Infrastructure Platform Team,Quarterly,0.612
APP0000181,SYS0000584,COM-TIVOLI-00584 App,Core Processing,Microservices,Go,Bare Metal,9207,13224,5388442.99,Business Owner - Commercial Banking,Commercial Banking Platform Team,Semi-Annual,0.425
APP0000182,SYS0000586,FIN-BUSINESSOBJECTS-00586 App,ERP Module,Microservices,COBOL,Kubernetes,9229,101243,4063255.75,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.794
APP0000183,SYS0000594,SUP-COGNOS-00594 App,API Service,SOA,C#,VM,7772,3237,25339993.24,Business Owner - Supply Chain,Supply Chain Platform Team,Weekly,0.661
APP0000184,SYS0000595,M&A-TIVOLI-00595 App,Reporting,SOA,COBOL,Hybrid,525,479,40548939.03,Business Owner - M&A Office,M&A Office Platform Team,Weekly,0.453
APP0000185,SYS0000596,M&A-ECC-00596 App,Workflow,SOA,C#,Mainframe,421,30640,44388254.79,Business Owner - M&A Office,M&A Office Platform Team,Quarterly,0.411
APP0000186,SYS0000603,DIG-AI-NATIVE-00603 App,API Service,Monolith,COBOL,Kubernetes,5052,2805,3560467.45,Business Owner - Digital Channels,Digital Channels Platform Team,Quarterly,0.471
APP0000187,SYS0000604,MAN-CA-00604 App,Core Processing,3-tier,Java,Managed PaaS,708,25953,113357403.73,Business Owner - Manufacturing,Manufacturing Platform Team,Semi-Annual,0.765
APP0000188,SYS0000613,WEA-AI-NATIVE-00613 App,Batch,3-tier,C#,Mainframe,798,826368,13142035.28,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.469
APP0000189,SYS0000614,CUS-ECC-00614 App,API Service,3-tier,JavaScript,Hybrid,1613,9994,17931819.65,Business Owner - Customer Operations,Customer Operations Platform Team,Monthly,0.723
APP0000190,SYS0000625,PAY-TIVOLI-00625 App,Workflow,Microservices,Mixed,VM,1220,1995,5967463.74,Business Owner - Payments,Payments Platform Team,Semi-Annual,0.279
APP0000191,SYS0000635,M&A-FILENET-00635 App,AI-Native,3-tier,C#,VM,3374,81488,870676.2,Business Owner - M&A Office,M&A Office Platform Team,Semi-Annual,0.376
APP0000192,SYS0000636,SEC-AI-NATIVE-00636 App,ERP Module,3-tier,C#,VM,1800,4522,24563341.19,Business Owner - Security,Security Platform Team,Monthly,0.49
APP0000193,SYS0000641,DIG-AI-NATIVE-00641 App,Customer Portal,Monolith,Java,Managed PaaS,541,8334,12453573.38,Business Owner - Digital Channels,Digital Channels Platform Team,Monthly,0.601
APP0000194,SYS0000643,WEA-CA-00643 App,API Service,3-tier,C#,Managed PaaS,3128,5233,4651030.72,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.653
APP0000195,SYS0000651,HR-LEGACY-00651 App,AI-Native,Mainframe-linked,Java,Bare Metal,753,7106,30092508.91,Business Owner - HR,HR Platform Team,Quarterly,0.627
APP0000196,SYS0000652,SEC-ECC-00652 App,Customer Portal,Event-driven,Python,Mainframe,3961,2886,1375886.78,Business Owner - Security,Security Platform Team,Quarterly,0.768
APP0000197,SYS0000664,WEA-FILENET-00664 App,Batch,Mainframe-linked,PL/SQL,Hybrid,268,65815,20891150.88,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.619
APP0000198,SYS0000666,SEC-FILENET-00666 App,ERP Module,Batch,Java,Hybrid,4039,4169,10263468.79,Business Owner - Security,Security Platform Team,Semi-Annual,0.426
APP0000199,SYS0000669,INS-COGNOS-00669 App,Workflow,Event-driven,JavaScript,Bare Metal,1408,21922,21570891.1,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.727
APP0000200,SYS0000673,SEC-COGNOS-00673 App,Batch,Event-driven,Java,Hybrid,530,9940,17762983.75,Business Owner - Security,Security Platform Team,Semi-Annual,0.259
APP0000201,SYS0000674,HR-ECC-00674 App,Workflow,SOA,Python,Mainframe,1250,22198,20832807.3,Business Owner - HR,HR Platform Team,Ad-hoc,0.587
APP0000202,SYS0000675,FIN-AI-NATIVE-00675 App,Batch,Monolith,ABAP,Kubernetes,859,16722,20883344.75,Business Owner - Finance,Finance Platform Team,Ad-hoc,0.716
APP0000203,SYS0000679,FIN-ECC-00679 App,API Service,Batch,C#,VM,662,16612,13782329.91,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.455
APP0000204,SYS0000680,FIN-ECC-00680 App,AI-Native,Microservices,Java,Hybrid,50,626,14507672.84,Business Owner - Finance,Finance Platform Team,Quarterly,0.866
APP0000205,SYS0000681,M&A-CA-00681 App,AI-Native,3-tier,Java,Kubernetes,829,72259,3671182.97,Business Owner - M&A Office,M&A Office Platform Team,Ad-hoc,0.841
APP0000206,SYS0000687,LEG-FILENET-00687 App,Risk Engine,Batch,Go,VM,562,201968,47374355.16,Business Owner - Legal,Legal Platform Team,Quarterly,0.625
APP0000207,SYS0000690,FIN-BUSINESSOBJECTS-00690 App,Data Platform,SOA,Python,VM,320,17913,7646930.58,Business Owner - Finance,Finance Platform Team,Monthly,0.328
APP0000208,SYS0000694,FIN-FILENET-00694 App,AI-Native,Batch,Python,Hybrid,743,11630,9926910.84,Business Owner - Finance,Finance Platform Team,Monthly,0.535
APP0000209,SYS0000696,WEA-TIVOLI-00696 App,Core Processing,3-tier,Go,Managed PaaS,1314,433,8745229.11,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.589
APP0000210,SYS0000699,WEA-COGNOS-00699 App,Batch,Mainframe-linked,Java,VM,6034,3669,31582837.89,Business Owner - Wealth,Wealth Platform Team,Weekly,0.514
APP0000211,SYS0000701,INS-S4HANA-00701 App,ERP Module,SOA,Java,VM,2489,3327,26612398.9,Business Owner - Insurance,Insurance Platform Team,Ad-hoc,0.545
APP0000212,SYS0000703,PAY-LEGACY-00703 App,Data Platform,Event-driven,Python,VM,782,31611,8187164.81,Business Owner - Payments,Payments Platform Team,Quarterly,0.463
APP0000213,SYS0000707,INS-S4HANA-00707 App,Customer Portal,3-tier,Mixed,VM,211,11864,4801175.02,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.6
APP0000214,SYS0000710,RET-AI-NATIVE-00710 App,Core Processing,Monolith,Java,VM,5163,12019,5731982.82,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.712
APP0000215,SYS0000712,RET-LEGACY-00712 App,Batch,Microservices,Mixed,Hybrid,2756,17124,25686802.76,Business Owner - Retail Banking,Retail Banking Platform Team,Semi-Annual,0.844
APP0000216,SYS0000714,SUP-AI-NATIVE-00714 App,ERP Module,SOA,C#,Hybrid,397,19718,4059335.65,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.796
APP0000217,SYS0000717,INF-ECC-00717 App,Customer Portal,3-tier,JavaScript,VM,1398,12451,5953597.89,Business Owner - Infrastructure,Infrastructure Platform Team,Ad-hoc,0.554
APP0000218,SYS0000719,INS-ECC-00719 App,Customer Portal,Microservices,Java,Kubernetes,226,22019,89582097.01,Business Owner - Insurance,Insurance Platform Team,Monthly,0.361
APP0000219,SYS0000723,HR-FILENET-00723 App,API Service,Batch,Java,Bare Metal,474,5893,2760195.79,Business Owner - HR,HR Platform Team,Monthly,0.844
APP0000220,SYS0000724,HR-LEGACY-00724 App,Workflow,3-tier,JavaScript,Bare Metal,684,10729,2579776.98,Business Owner - HR,HR Platform Team,Semi-Annual,0.794
APP0000221,SYS0000730,WEA-LEGACY-00730 App,Batch,Microservices,COBOL,VM,2721,11021,24575073.23,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.601
APP0000222,SYS0000731,SUP-TIVOLI-00731 App,ERP Module,3-tier,Python,Hybrid,1674,3381,55509761.09,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.736
APP0000223,SYS0000734,FIN-BUSINESSOBJECTS-00734 App,Batch,Monolith,Python,Mainframe,597,4504,7987237.28,Business Owner - Finance,Finance Platform Team,Quarterly,0.644
APP0000224,SYS0000735,DAT-ECC-00735 App,Core Processing,Microservices,JavaScript,Bare Metal,1171,41957,6254846.03,Business Owner - Data & Analytics,Data & Analytics Platform Team,Semi-Annual,0.513
APP0000225,SYS0000739,SUP-COGNOS-00739 App,Customer Portal,Mainframe-linked,PL/SQL,Bare Metal,1021,26237,12745875.58,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.553
APP0000226,SYS0000740,RIS-AI-NATIVE-00740 App,Reporting,Microservices,C#,VM,215,62942,1373873.0,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.687
APP0000227,SYS0000742,INS-COGNOS-00742 App,Batch,Mainframe-linked,PL/SQL,Bare Metal,4924,2354,7779193.89,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.36
APP0000228,SYS0000744,SUP-COGNOS-00744 App,Reporting,Monolith,PL/SQL,Managed PaaS,1331,38190,3255713.15,Business Owner - Supply Chain,Supply Chain Platform Team,Monthly,0.737
APP0000229,SYS0000758,HR-LEGACY-00758 App,Data Platform,SOA,ABAP,Hybrid,1493,6109,9785577.99,Business Owner - HR,HR Platform Team,Ad-hoc,0.31
APP0000230,SYS0000759,COM-FILENET-00759 App,Workflow,Batch,Python,Managed PaaS,1759,30735,10723163.74,Business Owner - Commercial Banking,Commercial Banking Platform Team,Monthly,0.401
APP0000231,SYS0000762,DIG-FILENET-00762 App,Workflow,SOA,ABAP,VM,743,29800,3287644.35,Business Owner - Digital Channels,Digital Channels Platform Team,Ad-hoc,0.605
APP0000232,SYS0000763,SUP-ECC-00763 App,ERP Module,SOA,Python,VM,343,3974,3456621.19,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.819
APP0000233,SYS0000771,LEG-AI-NATIVE-00771 App,Data Platform,SOA,Mixed,VM,533,3986,8891400.84,Business Owner - Legal,Legal Platform Team,Ad-hoc,0.494
APP0000234,SYS0000774,CUS-CA-00774 App,Customer Portal,Event-driven,Python,VM,904,8197,6203319.53,Business Owner - Customer Operations,Customer Operations Platform Team,Semi-Annual,0.401
APP0000235,SYS0000782,SEC-LEGACY-00782 App,AI-Native,3-tier,Mixed,VM,1396,8719,2169113.4,Business Owner - Security,Security Platform Team,Semi-Annual,0.37
APP0000236,SYS0000786,RIS-COGNOS-00786 App,Reporting,SOA,ABAP,Bare Metal,1024,12263,1962976.47,Business Owner - Risk,Risk Platform Team,Semi-Annual,0.56
APP0000237,SYS0000792,INS-COGNOS-00792 App,ERP Module,Monolith,Python,VM,6826,8632,20745014.16,Business Owner - Insurance,Insurance Platform Team,Monthly,0.603
APP0000238,SYS0000797,RIS-BUSINESSOBJECTS-00797 App,Reporting,SOA,JavaScript,Bare Metal,1222,427,570145.83,Business Owner - Risk,Risk Platform Team,Quarterly,0.583
APP0000239,SYS0000798,HR-S4HANA-00798 App,Customer Portal,Microservices,JavaScript,Kubernetes,729,27058,4385965.63,Business Owner - HR,HR Platform Team,Quarterly,0.388
APP0000240,SYS0000802,INS-COGNOS-00802 App,Reporting,Monolith,JavaScript,VM,3830,24689,16620732.74,Business Owner - Insurance,Insurance Platform Team,Monthly,0.215
APP0000241,SYS0000803,INF-COGNOS-00803 App,Batch,Event-driven,Java,VM,458,11615,1387527.72,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.733
APP0000242,SYS0000806,INF-ECC-00806 App,Reporting,Batch,JavaScript,Kubernetes,1019,95817,4650155.47,Business Owner - Infrastructure,Infrastructure Platform Team,Semi-Annual,0.795
APP0000243,SYS0000808,INS-ECC-00808 App,Data Platform,Monolith,C#,VM,2483,170901,6442254.33,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.837
APP0000244,SYS0000810,DIG-TIVOLI-00810 App,Customer Portal,SOA,Java,VM,749,3821,18589637.41,Business Owner - Digital Channels,Digital Channels Platform Team,Semi-Annual,0.825
APP0000245,SYS0000811,COM-AI-NATIVE-00811 App,Customer Portal,Microservices,ABAP,Hybrid,1240,14614,5927449.97,Business Owner - Commercial Banking,Commercial Banking Platform Team,Quarterly,0.494
APP0000246,SYS0000813,WEA-COGNOS-00813 App,Reporting,Mainframe-linked,JavaScript,Kubernetes,515,1397,14119398.4,Business Owner - Wealth,Wealth Platform Team,Semi-Annual,0.458
APP0000247,SYS0000814,DIG-LEGACY-00814 App,API Service,Microservices,Go,Bare Metal,5354,2015,13372083.47,Business Owner - Digital Channels,Digital Channels Platform Team,Ad-hoc,0.682
APP0000248,SYS0000826,WEA-LEGACY-00826 App,Customer Portal,AI-agentic workflow,C#,Managed PaaS,954,272975,7327455.54,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.553
APP0000249,SYS0000827,MAN-BUSINESSOBJECTS-00827 App,API Service,SOA,Java,Bare Metal,1011,6177,9105495.08,Business Owner - Manufacturing,Manufacturing Platform Team,Monthly,0.456
APP0000250,SYS0000830,M&A-BUSINESSOBJECTS-00830 App,ERP Module,SOA,JavaScript,Managed PaaS,1247,15501,17269453.34,Business Owner - M&A Office,M&A Office Platform Team,Quarterly,0.74
APP0000251,SYS0000832,SUP-LEGACY-00832 App,Core Processing,Microservices,PL/SQL,VM,944,342210,12302599.29,Business Owner - Supply Chain,Supply Chain Platform Team,Semi-Annual,0.843
APP0000252,SYS0000835,WEA-ECC-00835 App,Risk Engine,Microservices,Java,Hybrid,469,585,23552713.73,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.436
APP0000253,SYS0000839,INS-COGNOS-00839 App,Core Processing,3-tier,Java,VM,1440,149357,2282374.55,Business Owner - Insurance,Insurance Platform Team,Quarterly,0.574
APP0000254,SYS0000846,INF-AI-NATIVE-00846 App,AI-Native,3-tier,Go,VM,520,1988,15951116.9,Business Owner - Infrastructure,Infrastructure Platform Team,Weekly,0.757
APP0000255,SYS0000849,RET-COGNOS-00849 App,Customer Portal,Event-driven,Java,Kubernetes,1023,5790,2612197.42,Business Owner - Retail Banking,Retail Banking Platform Team,Quarterly,0.823
APP0000256,SYS0000850,HR-AI-NATIVE-00850 App,API Service,AI-agentic workflow,Python,Kubernetes,517,39878,912132.53,Business Owner - HR,HR Platform Team,Semi-Annual,0.401
APP0000257,SYS0000854,PAY-COGNOS-00854 App,AI-Native,3-tier,Mixed,VM,1175,25129,8547681.75,Business Owner - Payments,Payments Platform Team,Monthly,0.161
APP0000258,SYS0000871,FIN-LEGACY-00871 App,Reporting,3-tier,Mixed,Hybrid,300,18164,7803970.73,Business Owner - Finance,Finance Platform Team,Monthly,0.71
APP0000259,SYS0000874,INS-S4HANA-00874 App,Batch,SOA,C#,Hybrid,1969,13507,5161046.6,Business Owner - Insurance,Insurance Platform Team,Ad-hoc,0.582
APP0000260,SYS0000876,FIN-ECC-00876 App,Risk Engine,3-tier,Java,Hybrid,1466,25914,11304619.4,Business Owner - Finance,Finance Platform Team,Semi-Annual,0.609
APP0000261,SYS0000882,HR-AI-NATIVE-00882 App,Workflow,Microservices,Java,Kubernetes,432,4115,30558412.52,Business Owner - HR,HR Platform Team,Quarterly,0.722
APP0000262,SYS0000883,INS-CA-00883 App,Data Platform,AI-agentic workflow,Java,Mainframe,1182,24258,8293804.89,Business Owner - Insurance,Insurance Platform Team,Monthly,0.686
APP0000263,SYS0000885,HR-S4HANA-00885 App,ERP Module,3-tier,Python,Bare Metal,3548,20103,5546615.47,Business Owner - HR,HR Platform Team,Quarterly,0.671
APP0000264,SYS0000889,SEC-AI-NATIVE-00889 App,Customer Portal,Monolith,Java,VM,2057,4909,20009339.67,Business Owner - Security,Security Platform Team,Quarterly,0.798
APP0000265,SYS0000890,INS-BUSINESSOBJECTS-00890 App,ERP Module,SOA,ABAP,Managed PaaS,237,9134,4669383.96,Business Owner - Insurance,Insurance Platform Team,Semi-Annual,0.589
APP0000266,SYS0000894,WEA-ECC-00894 App,API Service,SOA,Java,Kubernetes,7193,7610,34118179.48,Business Owner - Wealth,Wealth Platform Team,Ad-hoc,0.651
APP0000267,SYS0000901,WEA-FILENET-00901 App,Reporting,Event-driven,JavaScript,Hybrid,289,98476,1813045.52,Business Owner - Wealth,Wealth Platform Team,Quarterly,0.544
