mapping_id,system_id,business_service_id,regulation,obligation,applicability,criticality,evidence_required,current_evidence_quality,compliance_exposure_score,audit_defensibility,jurisdiction
REG00000208,SYS0010130,BS000610,GDPR,Data protection controls,Direct,Critical,Data protection controls evidence pack,60.3,22.1,Strong,UK
REG00000209,SYS0006693,BS000606,GDPR,Breach reporting,Direct,Critical,Breach reporting evidence pack,62.4,35.2,Moderate,US
REG00000210,SYS0011123,BS000633,GDPR,Processor evidence,Indirect,Medium,Processor evidence evidence pack,49.8,28.4,Strong,UK
REG00000211,SYS0011663,BS000378,Internal Audit,Risk acceptance,Direct,High,Risk acceptance evidence pack,65.2,25.8,Strong,APAC
REG00000212,SYS0000931,BS000118,GDPR,Processor evidence,Evidence Only,Critical,Processor evidence evidence pack,76.5,18.8,Strong,EU
REG00000213,SYS0011673,BS000703,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,64.6,21.9,Strong,APAC
REG00000214,SYS0009733,BS000438,DORA,Operational resilience testing,Indirect,Critical,Operational resilience testing evidence pack,29.9,36.1,Moderate,APAC
REG00000215,SYS0008019,BS000232,Operational Resilience,Scenario testing,Watch,Medium,Scenario testing evidence pack,88.4,15.9,Strong,EU
REG00000216,SYS0005854,BS000437,Internal Audit,Risk acceptance,Watch,Medium,Risk acceptance evidence pack,46.5,17.2,Strong,US
REG00000217,SYS0011173,BS000103,DORA,Third-party risk evidence,Direct,Medium,Third-party risk evidence evidence pack,65.5,13.4,Strong,US
REG00000218,SYS0001091,BS000293,PCI-DSS,Vulnerability management,Watch,Medium,Vulnerability management evidence pack,29.2,36.3,Moderate,EU
REG00000219,SYS0008126,BS000139,Operational Resilience,Impact tolerance,Evidence Only,Low,Impact tolerance evidence pack,34.7,20.5,Strong,UK
REG00000220,SYS0003044,BS000423,NIS2,Cyber risk governance,Evidence Only,High,Cyber risk governance evidence pack,22.3,52.6,Moderate,APAC
REG00000221,SYS0005167,BS000148,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,60.9,30.3,Strong,EU
REG00000222,SYS0003104,BS000293,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,72.5,38.7,Moderate,EU
REG00000223,SYS0006370,BS000345,NIS2,Incident reporting,Direct,Low,Incident reporting evidence pack,53.4,26.4,Strong,Global
REG00000224,SYS0002123,BS000113,SOX,Financial reporting control,Indirect,Low,Financial reporting control evidence pack,66.2,9.1,Strong,US
REG00000225,SYS0009630,BS000690,DORA,Operational resilience testing,Indirect,Critical,Operational resilience testing evidence pack,16.2,26.7,Strong,APAC
REG00000226,SYS0004874,BS000095,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,44.3,34.1,Strong,EU
REG00000227,SYS0004732,BS000232,NIS2,Incident reporting,Evidence Only,Medium,Incident reporting evidence pack,51.7,36.7,Moderate,US
REG00000228,SYS0009800,BS000595,NIS2,Supply-chain security,Evidence Only,Medium,Supply-chain security evidence pack,57.4,29.9,Strong,Global
REG00000229,SYS0000784,BS000018,GDPR,Data protection controls,Indirect,Low,Data protection controls evidence pack,56.9,5.7,Strong,UK
REG00000230,SYS0009265,BS000389,SOX,Financial reporting control,Indirect,Low,Financial reporting control evidence pack,25.7,23.5,Strong,EU
REG00000231,SYS0002909,BS000658,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,46.7,18.3,Strong,UK
REG00000232,SYS0004412,BS000005,DORA,ICT risk management,Indirect,Critical,ICT risk management evidence pack,68.2,39.0,Moderate,UK
REG00000233,SYS0007587,BS000256,Internal Audit,Risk acceptance,Direct,High,Risk acceptance evidence pack,46.9,30.4,Strong,UK
REG00000234,SYS0004146,BS000104,PCI-DSS,Segmentation evidence,Direct,High,Segmentation evidence evidence pack,58.0,27.3,Strong,UK
REG00000235,SYS0008572,BS000381,SOX,Change evidence,Indirect,Medium,Change evidence evidence pack,66.6,0.6,Strong,APAC
REG00000236,SYS0003137,BS000210,SOX,Access attestation,Evidence Only,Medium,Access attestation evidence pack,70.8,23.9,Strong,Global
REG00000237,SYS0003718,BS000321,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,38.1,30.8,Strong,APAC
REG00000238,SYS0000373,BS000379,NIS2,Incident reporting,Direct,Low,Incident reporting evidence pack,73.3,22.2,Strong,US
REG00000239,SYS0003429,BS000201,Operational Resilience,Impact tolerance,Evidence Only,Medium,Impact tolerance evidence pack,27.9,40.0,Moderate,APAC
REG00000240,SYS0002174,BS000017,NIS2,Cyber risk governance,Watch,High,Cyber risk governance evidence pack,70.7,17.5,Strong,US
REG00000241,SYS0009839,BS000634,SOX,Change evidence,Direct,Medium,Change evidence evidence pack,81.6,5.1,Strong,APAC
REG00000242,SYS0006269,BS000258,Operational Resilience,Scenario testing,Evidence Only,Medium,Scenario testing evidence pack,32.2,35.7,Moderate,LATAM
REG00000243,SYS0008022,BS000260,HIPAA,Protected data safeguards,Watch,Low,Protected data safeguards evidence pack,60.9,26.9,Strong,EU
REG00000244,SYS0005588,BS000565,GDPR,Breach reporting,Indirect,Critical,Breach reporting evidence pack,58.2,20.9,Strong,APAC
REG00000245,SYS0011788,BS000353,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,86.0,0.1,Strong,LATAM
REG00000246,SYS0011960,BS000698,SOX,Change evidence,Direct,Low,Change evidence evidence pack,70.2,27.3,Strong,EU
REG00000247,SYS0001353,BS000488,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,56.3,30.1,Strong,EU
REG00000248,SYS0006319,BS000156,Operational Resilience,Service mapping,Direct,High,Service mapping evidence pack,34.4,30.8,Strong,EU
REG00000249,SYS0004535,BS000570,Operational Resilience,Service mapping,Evidence Only,Critical,Service mapping evidence pack,55.3,32.1,Strong,Global
REG00000250,SYS0002925,BS000090,SOX,Financial reporting control,Direct,High,Financial reporting control evidence pack,48.0,27.8,Strong,Global
REG00000251,SYS0001908,BS000438,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,49.6,17.8,Strong,Global
REG00000252,SYS0009418,BS000577,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,17.8,38.5,Moderate,EU
REG00000253,SYS0009568,BS000488,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,71.8,26.1,Strong,LATAM
REG00000254,SYS0006837,BS000494,NIS2,Cyber risk governance,Direct,High,Cyber risk governance evidence pack,71.4,11.6,Strong,EU
REG00000255,SYS0010101,BS000689,Operational Resilience,Impact tolerance,Direct,High,Impact tolerance evidence pack,58.9,40.8,Moderate,APAC
REG00000256,SYS0006824,BS000383,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,28.4,46.8,Moderate,APAC
REG00000257,SYS0011160,BS000348,PCI-DSS,Cardholder data protection,Direct,Medium,Cardholder data protection evidence pack,69.3,16.9,Strong,US
REG00000258,SYS0007475,BS000166,GDPR,Breach reporting,Watch,High,Breach reporting evidence pack,67.0,21.0,Strong,UK
REG00000259,SYS0007392,BS000224,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,8.7,29.3,Strong,UK
REG00000260,SYS0004431,BS000718,NIS2,Supply-chain security,Direct,Medium,Supply-chain security evidence pack,59.0,33.2,Strong,APAC
REG00000261,SYS0011804,BS000133,SOX,Financial reporting control,Direct,High,Financial reporting control evidence pack,67.2,11.8,Strong,UK
REG00000262,SYS0002762,BS000662,NIS2,Cyber risk governance,Indirect,Medium,Cyber risk governance evidence pack,95.9,24.8,Strong,UK
REG00000263,SYS0006593,BS000500,NIS2,Cyber risk governance,Watch,Medium,Cyber risk governance evidence pack,49.7,9.3,Strong,EU
REG00000264,SYS0006319,BS000156,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,65.3,41.4,Moderate,EU
REG00000265,SYS0001769,BS000194,Operational Resilience,Service mapping,Watch,High,Service mapping evidence pack,46.6,19.8,Strong,LATAM
REG00000266,SYS0006844,BS000234,SOX,Financial reporting control,Evidence Only,Medium,Financial reporting control evidence pack,17.8,34.9,Strong,US
REG00000267,SYS0009846,BS000082,GDPR,Processor evidence,Direct,Critical,Processor evidence evidence pack,85.6,41.6,Moderate,UK
REG00000268,SYS0009984,BS000515,GDPR,Data protection controls,Direct,Low,Data protection controls evidence pack,49.6,32.4,Strong,US
REG00000269,SYS0007253,BS000592,HIPAA,Protected data safeguards,Indirect,Medium,Protected data safeguards evidence pack,64.9,38.5,Moderate,LATAM
REG00000270,SYS0007011,BS000477,Internal Audit,Policy compliance,Direct,Medium,Policy compliance evidence pack,63.6,23.7,Strong,EU
REG00000271,SYS0001066,BS000624,SOX,Change evidence,Watch,High,Change evidence evidence pack,20.5,55.8,Moderate,Global
REG00000272,SYS0006743,BS000519,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,65.7,33.3,Strong,LATAM
REG00000273,SYS0011222,BS000181,GDPR,Breach reporting,Direct,High,Breach reporting evidence pack,81.4,0.0,Strong,US
REG00000274,SYS0007575,BS000125,GDPR,Processor evidence,Indirect,High,Processor evidence evidence pack,51.5,23.2,Strong,US
REG00000275,SYS0010573,BS000460,PCI-DSS,Vulnerability management,Direct,High,Vulnerability management evidence pack,67.4,42.4,Moderate,Global
REG00000276,SYS0003278,BS000404,Operational Resilience,Impact tolerance,Watch,High,Impact tolerance evidence pack,49.9,36.4,Moderate,EU
REG00000277,SYS0011904,BS000328,GDPR,Data protection controls,Indirect,High,Data protection controls evidence pack,89.9,12.7,Strong,EU
REG00000278,SYS0010446,BS000311,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,58.0,34.4,Strong,US
REG00000279,SYS0006382,BS000419,GDPR,Breach reporting,Direct,Medium,Breach reporting evidence pack,53.1,12.1,Strong,Global
REG00000280,SYS0004518,BS000276,Internal Audit,Control evidence,Direct,Critical,Control evidence evidence pack,55.0,26.3,Strong,LATAM
REG00000281,SYS0006728,BS000305,DORA,Operational resilience testing,Direct,Critical,Operational resilience testing evidence pack,58.7,37.3,Moderate,APAC
REG00000282,SYS0006326,BS000074,DORA,Third-party risk evidence,Evidence Only,Medium,Third-party risk evidence evidence pack,48.3,33.3,Strong,EU
REG00000283,SYS0005142,BS000420,DORA,ICT risk management,Indirect,Medium,ICT risk management evidence pack,53.7,21.3,Strong,LATAM
REG00000284,SYS0005368,BS000283,Operational Resilience,Impact tolerance,Watch,Low,Impact tolerance evidence pack,52.4,9.2,Strong,LATAM
REG00000285,SYS0007288,BS000515,NIS2,Cyber risk governance,Evidence Only,Medium,Cyber risk governance evidence pack,50.5,1.7,Strong,US
REG00000286,SYS0010313,BS000398,GDPR,Breach reporting,Direct,Low,Breach reporting evidence pack,51.8,15.0,Strong,Global
REG00000287,SYS0011374,BS000188,GDPR,Data protection controls,Watch,Low,Data protection controls evidence pack,22.9,20.0,Strong,APAC
REG00000288,SYS0009284,BS000576,DORA,Third-party risk evidence,Direct,High,Third-party risk evidence evidence pack,31.0,28.5,Strong,UK
REG00000289,SYS0000527,BS000477,GDPR,Processor evidence,Direct,High,Processor evidence evidence pack,51.1,20.3,Strong,APAC
REG00000290,SYS0002276,BS000225,Operational Resilience,Scenario testing,Direct,Medium,Scenario testing evidence pack,68.6,14.3,Strong,US
REG00000291,SYS0009919,BS000532,Operational Resilience,Impact tolerance,Direct,Low,Impact tolerance evidence pack,18.8,22.4,Strong,LATAM
REG00000292,SYS0008154,BS000574,Operational Resilience,Impact tolerance,Indirect,High,Impact tolerance evidence pack,40.8,23.5,Strong,EU
REG00000293,SYS0000987,BS000119,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,39.7,27.6,Strong,LATAM
REG00000294,SYS0011850,BS000035,SOX,Financial reporting control,Indirect,Medium,Financial reporting control evidence pack,62.2,33.9,Strong,UK
REG00000295,SYS0004143,BS000010,DORA,ICT risk management,Direct,High,ICT risk management evidence pack,85.5,23.7,Strong,APAC
REG00000296,SYS0010260,BS000279,GDPR,Breach reporting,Indirect,High,Breach reporting evidence pack,79.5,0.1,Strong,US
REG00000297,SYS0009054,BS000125,NIS2,Cyber risk governance,Direct,Low,Cyber risk governance evidence pack,68.5,0.0,Strong,US
REG00000298,SYS0004931,BS000052,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,77.0,4.6,Strong,US
REG00000299,SYS0006876,BS000214,DORA,Operational resilience testing,Evidence Only,High,Operational resilience testing evidence pack,62.6,32.1,Strong,Global
REG00000300,SYS0005865,BS000678,NIS2,Incident reporting,Direct,High,Incident reporting evidence pack,56.8,25.2,Strong,EU
REG00000301,SYS0003705,BS000518,GDPR,Processor evidence,Indirect,Critical,Processor evidence evidence pack,32.6,42.6,Moderate,APAC
REG00000302,SYS0006722,BS000264,NIS2,Supply-chain security,Evidence Only,Medium,Supply-chain security evidence pack,70.4,29.2,Strong,Global
REG00000303,SYS0004952,BS000093,SOX,Change evidence,Indirect,Low,Change evidence evidence pack,49.9,13.6,Strong,UK
REG00000304,SYS0011204,BS000392,SOX,Change evidence,Direct,High,Change evidence evidence pack,74.7,15.4,Strong,EU
REG00000305,SYS0008491,BS000250,GDPR,Processor evidence,Direct,Low,Processor evidence evidence pack,60.8,21.7,Strong,US
REG00000306,SYS0005970,BS000534,DORA,Third-party risk evidence,Indirect,High,Third-party risk evidence evidence pack,60.2,19.2,Strong,APAC
REG00000307,SYS0007948,BS000217,DORA,Third-party risk evidence,Direct,Medium,Third-party risk evidence evidence pack,62.0,22.5,Strong,APAC
REG00000308,SYS0004124,BS000129,DORA,ICT risk management,Direct,Medium,ICT risk management evidence pack,65.6,8.2,Strong,US
REG00000309,SYS0002940,BS000049,NIS2,Cyber risk governance,Indirect,High,Cyber risk governance evidence pack,67.0,33.1,Strong,EU
REG00000310,SYS0003136,BS000567,GDPR,Processor evidence,Evidence Only,Low,Processor evidence evidence pack,44.1,16.7,Strong,APAC
REG00000311,SYS0000886,BS000344,HIPAA,Business associate evidence,Watch,Medium,Business associate evidence evidence pack,48.9,0.2,Strong,LATAM
REG00000312,SYS0007651,BS000274,SOX,Access attestation,Indirect,Medium,Access attestation evidence pack,66.6,24.3,Strong,US
REG00000313,SYS0001897,BS000557,GDPR,Data protection controls,Watch,High,Data protection controls evidence pack,31.3,34.1,Strong,EU
REG00000314,SYS0011952,BS000487,GDPR,Breach reporting,Indirect,Critical,Breach reporting evidence pack,55.6,35.3,Moderate,APAC
REG00000315,SYS0008093,BS000628,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,43.8,36.3,Moderate,EU
REG00000316,SYS0004830,BS000528,NIS2,Supply-chain security,Evidence Only,Medium,Supply-chain security evidence pack,19.5,39.3,Moderate,UK
REG00000317,SYS0005101,BS000631,HIPAA,Protected data safeguards,Direct,High,Protected data safeguards evidence pack,67.9,52.8,Moderate,US
REG00000318,SYS0006114,BS000577,DORA,Third-party risk evidence,Direct,Low,Third-party risk evidence evidence pack,37.8,26.7,Strong,UK
REG00000319,SYS0005264,BS000116,PCI-DSS,Cardholder data protection,Indirect,High,Cardholder data protection evidence pack,67.1,12.7,Strong,US
REG00000320,SYS0010174,BS000451,DORA,Operational resilience testing,Direct,Medium,Operational resilience testing evidence pack,59.5,13.9,Strong,EU
REG00000321,SYS0002350,BS000111,GDPR,Processor evidence,Direct,Medium,Processor evidence evidence pack,60.9,26.4,Strong,US
REG00000322,SYS0011763,BS000623,Operational Resilience,Scenario testing,Direct,High,Scenario testing evidence pack,48.1,22.6,Strong,EU
REG00000323,SYS0006801,BS000632,DORA,Third-party risk evidence,Indirect,Medium,Third-party risk evidence evidence pack,46.9,28.0,Strong,UK
REG00000324,SYS0011178,BS000030,PCI-DSS,Vulnerability management,Direct,Low,Vulnerability management evidence pack,86.0,13.2,Strong,EU
REG00000325,SYS0011153,BS000125,GDPR,Data protection controls,Direct,Medium,Data protection controls evidence pack,34.9,46.3,Moderate,APAC
REG00000326,SYS0002482,BS000225,DORA,Operational resilience testing,Direct,High,Operational resilience testing evidence pack,48.9,35.5,Moderate,UK
REG00000327,SYS0010495,BS000708,NIS2,Supply-chain security,Direct,Critical,Supply-chain security evidence pack,64.7,23.7,Strong,Global
REG00000328,SYS0004623,BS000324,NIS2,Supply-chain security,Direct,Critical,Supply-chain security evidence pack,30.8,35.8,Moderate,US
REG00000329,SYS0006839,BS000263,NIS2,Supply-chain security,Indirect,Medium,Supply-chain security evidence pack,45.4,55.0,Moderate,US
REG00000330,SYS0011546,BS000538,Internal Audit,Risk acceptance,Indirect,High,Risk acceptance evidence pack,31.0,29.0,Strong,APAC
REG00000331,SYS0007466,BS000492,SOX,Change evidence,Indirect,Medium,Change evidence evidence pack,64.1,14.0,Strong,Global
REG00000332,SYS0009834,BS000267,Internal Audit,Risk acceptance,Direct,Medium,Risk acceptance evidence pack,55.6,30.3,Strong,EU
REG00000333,SYS0002075,BS000312,HIPAA,Business associate evidence,Evidence Only,High,Business associate evidence evidence pack,23.6,43.8,Moderate,EU
REG00000334,SYS0009926,BS000678,SOX,Change evidence,Direct,Medium,Change evidence evidence pack,20.9,46.7,Moderate,Global
REG00000335,SYS0002725,BS000457,Operational Resilience,Service mapping,Indirect,Critical,Service mapping evidence pack,81.1,0.0,Strong,EU
REG00000336,SYS0008996,BS000321,GDPR,Processor evidence,Watch,Critical,Processor evidence evidence pack,66.6,28.1,Strong,UK
REG00000337,SYS0003947,BS000588,DORA,ICT risk management,Indirect,Medium,ICT risk management evidence pack,62.1,15.5,Strong,EU
REG00000338,SYS0007321,BS000357,HIPAA,Protected data safeguards,Indirect,High,Protected data safeguards evidence pack,53.3,25.6,Strong,APAC
REG00000339,SYS0007624,BS000166,DORA,Third-party risk evidence,Indirect,Medium,Third-party risk evidence evidence pack,75.3,29.5,Strong,LATAM
