signal_id,signal_date,signal_type,vendor,product,market_theme,description,severity,likelihood,time_horizon_months,mapped_system_count,estimated_cost_impact_eur,recommended_watch_action,confidence
SIG00000152,2025-03-16,Threat Trend,VMware,NSX,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.48,23,158,24880564.31,Validate controls,0.611
SIG00000153,2026-03-22,Open Source Alternative,SAP,S/4HANA,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,2,0.288,11,257,13307236.46,Assess replacement option,0.615
SIG00000154,2026-03-07,Pricing Shock,Open Source,PostgreSQL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.513,46,373,4648239.9,Validate controls,0.958
SIG00000155,2026-04-03,Quantum Crypto Horizon,Red Hat,OpenShift,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,3,0.575,42,217,14198525.05,Model scenario,0.741
SIG00000156,2024-03-01,Pricing Shock,Custom,Legacy Java Application,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.464,42,364,10650292.8,Monitor,0.572
SIG00000157,2024-04-19,Pricing Shock,SAP,HANA,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,2,0.455,51,401,14194954.2,Model scenario,0.576
SIG00000158,2024-11-20,Regulatory Change,Open Source,PostgreSQL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.536,56,74,462628.51,Monitor,0.601
SIG00000159,2025-02-09,Vendor Consolidation,Red Hat,OpenShift,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.743,49,229,2321401.59,Assess replacement option,0.545
SIG00000160,2025-12-29,Threat Trend,SAP,BusinessObjects,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.383,26,39,904767.45,Validate controls,0.864
SIG00000161,2026-02-14,Talent Scarcity,VMware,vSphere,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,3,0.48,51,385,11290222.07,Monitor,0.752
SIG00000162,2026-01-17,Threat Trend,Broadcom,CA Identity Manager,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.46,15,194,11086843.47,Model scenario,0.895
SIG00000163,2025-10-26,Open Source Alternative,SAP,BusinessObjects,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.519,24,167,24056762.37,Prepare negotiation,0.851
SIG00000164,2024-06-16,Regulatory Change,Oracle,WebLogic,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.501,24,114,29040188.98,Validate controls,0.568
SIG00000165,2026-02-23,Talent Scarcity,Microsoft,Windows Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,1,0.706,33,511,5927876.22,Model scenario,0.748
SIG00000166,2025-07-17,Talent Scarcity,IBM,Cognos Analytics,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,4,0.647,27,384,16422935.68,Prepare negotiation,0.45
SIG00000167,2024-04-04,Vendor Consolidation,SAP,PI/PO,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.716,37,47,946873.26,Model scenario,0.418
SIG00000168,2026-01-23,Regulatory Change,SAP,HANA,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.549,14,93,1634349.25,Model scenario,0.379
SIG00000169,2024-06-09,Vendor Consolidation,Custom,AI-Native Application,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.31,15,175,12592249.78,Prepare negotiation,0.728
SIG00000170,2024-02-24,AI-Native Shift,Oracle,WebLogic,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.38,16,349,54148624.63,Escalate to board pack,0.788
SIG00000171,2026-06-06,Pricing Shock,Red Hat,RHEL,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.664,38,308,10845089.24,Monitor,0.786
SIG00000172,2024-02-25,Pricing Shock,IBM,Db2,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.644,53,446,81991667.22,Escalate to board pack,0.768
SIG00000173,2024-06-22,Threat Trend,Custom,Mainframe Integration Service,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.492,19,224,23414835.82,Monitor,0.863
SIG00000174,2025-11-11,Vendor Consolidation,Oracle,WebLogic,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.383,12,152,4341043.44,Monitor,0.875
SIG00000175,2025-06-19,Pricing Shock,IBM,WebSphere Application Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.452,57,276,30128841.58,Validate controls,0.439
SIG00000176,2024-07-13,Quantum Crypto Horizon,Microsoft,Windows Server,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,5,0.525,15,603,75493617.17,Model scenario,0.787
SIG00000177,2024-02-09,Ecosystem Decline,IBM,MQ,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,3,0.158,30,326,6510259.38,Monitor,0.672
SIG00000178,2024-06-23,Ecosystem Decline,Broadcom,CA Identity Manager,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,2,0.433,54,105,7826801.51,Monitor,0.718
SIG00000179,2026-04-16,Vendor Consolidation,Broadcom,CA Identity Manager,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.571,56,123,2938450.87,Prepare negotiation,0.837
SIG00000180,2025-07-23,Ecosystem Decline,VMware,vCenter,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.463,32,181,12684347.14,Prepare negotiation,0.548
SIG00000181,2024-08-05,Vendor Consolidation,Open Source,Kafka,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.348,7,134,7055255.14,Escalate to board pack,0.636
SIG00000182,2024-05-01,Vendor Consolidation,Custom,Legacy Java Application,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",4,0.307,57,462,10434933.78,Model scenario,0.469
SIG00000183,2024-03-08,Threat Trend,IBM,Db2,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.19,22,656,31742813.99,Monitor,0.645
SIG00000184,2024-01-11,Vendor Consolidation,SAP,BusinessObjects,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",1,0.382,45,175,981606.75,Escalate to board pack,0.466
SIG00000185,2025-10-16,Pricing Shock,SAP,BusinessObjects,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.423,32,197,10922838.12,Model scenario,0.591
SIG00000186,2024-04-16,AI-Native Shift,IBM,WebSphere Application Server,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.522,37,502,6009978.3,Assess replacement option,0.464
SIG00000187,2026-05-07,AI-Native Shift,VMware,vSphere,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.711,49,230,63332140.04,Prepare negotiation,0.42
SIG00000188,2024-06-06,AI-Native Shift,IBM,Tivoli / Spectrum Protect,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.547,21,237,16242299.76,Monitor,0.698
SIG00000189,2024-05-25,Threat Trend,Custom,Mainframe Integration Service,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.425,21,237,3976320.07,Assess replacement option,0.384
SIG00000190,2025-06-11,Pricing Shock,Microsoft,SQL Server,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.566,31,338,3168946.7,Model scenario,0.655
SIG00000191,2026-04-21,Ecosystem Decline,Red Hat,OpenShift,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,1,0.705,42,230,947913.04,Assess replacement option,0.662
SIG00000192,2026-06-17,Vendor Consolidation,VMware,NSX,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.419,20,265,47864162.98,Monitor,0.614
SIG00000193,2025-07-08,Vendor Consolidation,SAP,S/4HANA,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.719,49,69,325141.91,Validate controls,0.375
SIG00000194,2025-04-19,Threat Trend,IBM,Cognos Analytics,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.274,43,267,16272084.13,Validate controls,0.861
SIG00000195,2024-10-14,Talent Scarcity,Microsoft,SQL Server,Talent Scarcity,Specialist skills are declining and supportability risk is increasing.,5,0.667,21,299,5453750.45,Escalate to board pack,0.763
SIG00000196,2024-06-12,AI-Native Shift,IBM,Tivoli / Spectrum Protect,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,3,0.487,51,64,2812281.89,Validate controls,0.84
SIG00000197,2026-02-03,Pricing Shock,IBM,Cognos Analytics,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.314,30,251,17481594.17,Monitor,0.676
SIG00000198,2024-05-07,Regulatory Change,VMware,NSX,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,3,0.354,25,266,6662736.26,Monitor,0.51
SIG00000199,2024-02-11,Threat Trend,IBM,Cognos Analytics,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.514,15,121,2958624.55,Prepare negotiation,0.886
SIG00000200,2025-08-25,Regulatory Change,Open Source,PostgreSQL,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.804,13,208,21658863.26,Assess replacement option,0.601
SIG00000201,2024-10-15,Regulatory Change,IBM,AIX,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.542,43,104,2099731.15,Assess replacement option,0.968
SIG00000202,2025-06-05,Threat Trend,Red Hat,RHEL,Threat Trend,Threat activity is increasing against related technology patterns.,2,0.497,36,454,23492416.22,Assess replacement option,0.694
SIG00000203,2024-03-04,Regulatory Change,Microsoft,Windows Server,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.972,22,617,6707461.26,Model scenario,0.703
SIG00000204,2025-02-13,Threat Trend,SAP,PI/PO,Threat Trend,Threat activity is increasing against related technology patterns.,1,0.396,26,139,1879852.63,Monitor,0.715
SIG00000205,2024-11-26,Pricing Shock,SAP,ECC,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,1,0.631,58,429,1718212.55,Escalate to board pack,0.763
SIG00000206,2024-05-13,Regulatory Change,Custom,Legacy Java Application,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.297,54,357,9970463.84,Validate controls,0.801
SIG00000207,2026-07-02,Quantum Crypto Horizon,Custom,AI-Native Application,Quantum Crypto Horizon,Cryptographic assumptions may require future remediation planning.,1,0.429,50,222,4734592.36,Assess replacement option,0.815
SIG00000208,2024-05-18,AI-Native Shift,Custom,Legacy Java Application,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,4,0.552,31,85,5165033.12,Prepare negotiation,0.755
SIG00000209,2026-03-01,Vendor Consolidation,Open Source,Kubernetes,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",5,0.411,58,251,10246554.24,Escalate to board pack,0.909
SIG00000210,2025-08-21,Pricing Shock,IBM,Tivoli / Spectrum Protect,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,4,0.578,60,131,5766742.98,Validate controls,0.928
SIG00000211,2025-07-27,Ecosystem Decline,Microsoft,Windows Server,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.292,12,429,12578156.89,Assess replacement option,0.513
SIG00000212,2025-02-05,Threat Trend,Oracle,Oracle Database,Threat Trend,Threat activity is increasing against related technology patterns.,4,0.443,24,527,32473832.29,Prepare negotiation,0.766
SIG00000213,2026-02-25,AI-Native Shift,IBM,AIX,AI-Native Shift,AI-native rebuild or workflow automation may become a viable substitution path.,5,0.593,56,144,13683920.65,Escalate to board pack,0.604
SIG00000214,2026-06-04,Threat Trend,SAP,HANA,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.633,14,411,43354956.01,Prepare negotiation,0.91
SIG00000215,2025-12-03,Ecosystem Decline,Broadcom,CA Identity Manager,Ecosystem Decline,Partner and marketplace depth is declining for this technology stream.,4,0.393,42,143,14733691.22,Validate controls,0.702
SIG00000216,2026-05-02,Vendor Consolidation,Custom,Mainframe Integration Service,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",2,0.727,45,145,3564009.18,Assess replacement option,0.686
SIG00000217,2025-04-18,Vendor Consolidation,Microsoft,SQL Server,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.562,36,526,3295202.53,Validate controls,0.697
SIG00000218,2026-03-10,Threat Trend,IBM,FileNet,Threat Trend,Threat activity is increasing against related technology patterns.,5,0.492,16,78,32385231.42,Model scenario,0.903
SIG00000219,2024-12-21,Threat Trend,Red Hat,RHEL,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.35,17,221,7173815.28,Validate controls,0.456
SIG00000220,2024-04-19,Threat Trend,SAP,BusinessObjects,Threat Trend,Threat activity is increasing against related technology patterns.,3,0.865,57,138,9026075.15,Monitor,0.753
SIG00000221,2024-06-07,Regulatory Change,IBM,Cognos Analytics,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,5,0.749,38,91,2228544.64,Model scenario,0.707
SIG00000222,2024-11-06,Regulatory Change,IBM,MQ,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,1,0.917,8,156,528760.03,Validate controls,0.579
SIG00000223,2025-02-28,Open Source Alternative,Open Source,Kubernetes,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,4,0.437,60,183,20970534.46,Prepare negotiation,0.854
SIG00000224,2024-01-26,Regulatory Change,IBM,Db2,Regulatory Change,Emerging regulation may increase evidence and resilience requirements.,2,0.535,35,608,11596022.56,Escalate to board pack,0.552
SIG00000225,2026-01-28,Vendor Consolidation,Oracle,WebLogic,Vendor Consolidation,"Vendor consolidation may alter support model, pricing, or roadmap leverage.",3,0.611,36,193,3523450.04,Model scenario,0.455
SIG00000226,2024-12-03,Open Source Alternative,Oracle,WebLogic,Open Source Alternative,Open-source alternatives are maturing for selected workloads.,5,0.763,43,265,16565356.65,Prepare negotiation,0.882
SIG00000227,2026-06-23,Pricing Shock,SAP,BusinessObjects,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,5,0.82,6,39,8911435.16,Escalate to board pack,0.798
SIG00000228,2024-05-16,Pricing Shock,VMware,vSphere,Pricing Shock,Commercial model shift may increase support or subscription cost envelope.,3,0.526,13,556,1962045.62,Model scenario,0.882
